"ID","Description","Account type","DIMLIST","DRCRRECLASS","Offset account used in US Eliminations","EQUITYRCLS","EVDES_ENG","FA_01","FA_02","FA_03","FA_04","FA_05","FA_XX","INTERCO","MISC_CHECK","Rate type","RECLASS250","RECLASS253","RECLASS256","RECLASS258","RECLASS264","RECLASS265","RECLASS266","Scaling","Elimination Code","H1"
"21129000","Cap Lease Bldgs and Serv Improv- Reconciliation","AST","","","","","Cap Lease Bldgs and Serv Improv- Reconciliation","","","","","","","","","ENDDE","","","","","","","","","","L321_LANDBLDGGROSS"
"22120000","Amort of CL Buildings and Service Improvements","AST","","","","","Amort of CL Buildings and Service Improvements","","","","","","","","","ENDDE","","","","","","","","","","L322_LANDBLDGAD"
"22129000","Amort of CL Bldgs and Serv Improv- Reconciliation","AST","","","","","Amort of CL Bldgs and Serv Improv- Reconciliation","","","","","","","","","ENDDE","","","","","","","","","","L322_LANDBLDGAD"
"23100000","Non Current Deferred Tax Benefit U.S. - Federal","LEQ","","","","","Non Current Deferred Tax Benefit U.S. - Federal","","","","","","","","","ENDDE","","","","","","","","","","L82_ACCRUALSTAX"
"23120000","Valu Allow – Tax LT","LEQ","","","","","Valu Allow – Tax LT","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"23149998","Non Current Deferred Tax Benefit  Non U.S.-Pension","LEQ","","","","","Non Current Deferred Tax Benefit  Non U.S.-Pension","","","","","","","","","ENDDE","","","","","","","","","","L97_DEFTAXLIAB"
"23149999","Non Current Deferred Tax Benefit Non US - Pension","LEQ","","","","","Non Current Deferred Tax Benefit Non US - Pension","","","","","","","","","ENDDE","","","","","","","","","","L97_DEFTAXLIAB"
"23160000","Non Current Deferred Tax Benefit Non U.S.","LEQ","","","","","Non Current Deferred Tax Benefit Non U.S.","","","","","","","","","ENDDE","","","","","","","","","","L97_DEFTAXLIAB"
"23169998","Non Current Deferred Tax Benefit  Non U.S.","LEQ","","","","","Non Current Deferred Tax Benefit  Non U.S.","","","","","","","","","ENDDE","","","","","","","","","","L97_DEFTAXLIAB"
"23169999","Non Current Deferred Tax Benefit  Non U.S.","LEQ","","","","","Non Current Deferred Tax Benefit  Non U.S.","","","","","","","","","ENDDE","","","","","","","","","","L97_DEFTAXLIAB"
"27609600","VAT monthly payment","LEQ","","2760_INP","","","VAT monthly payment","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27640000","Property Tax Payable","LEQ","","","","","Property Tax Payable","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"27649599","ECCS Edit Corrections","LEQ","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"27660000","Other Taxes (Excluding  Income Taxes) Payable","LEQ","","","","","Other Taxes (Excluding  Income Taxes) Payable","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"27660010","Taxes Thailand","LEQ","","","","","Taxes Thailand","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"27660011","Reserve Real Property Tax","LEQ","","","","","Reserve Real Property Tax","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"27661000","Other Taxes Payable","LEQ","","","","","Other Taxes Payable","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"27669599","ECCS Edit Corrections","LEQ","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"27700000","Dividends Payable to Stockholders","LEQ","","","","","Dividends Payable to Stockholders","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"27900000","Misc Other Accounts Payable","LEQ","","","","","Misc Other Accounts Payable","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"27900051","Trade Payables Not Yet Booked Invoices","LEQ","","","","","Trade Payables Not Yet Booked Invoices","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"27904000","Gen Merch & Cust Equip Resale onConsign Man.Adj JE","LEQ","","","","","Gen Merch & Cust Equip Resale onConsign Man.Adj JE","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"27908052","Payables Manual Adj.","LEQ","","","","","Payables Manual Adj.","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"27909500","Trade Payables Reconciliation Account Adjustment","LEQ","","","","","Trade Payables Reconciliation Account Adjustment","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"27909599","ECCS Edit Corrections","LEQ","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"2816_INP","Income Tax Reclass from L82 ACCRUALSTAX","AST","","","","","Income Tax Reclass from L82 ACCRUALSTAX","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"28160000","Non U.S. Taxes on Income","LEQ","","2816_INP","","","Non U.S. Taxes on Income","","","","","","","","","ENDDE","","","","","","","","","","L82_ACCRUALSTAX"
"28160003","Non U.S. Taxes on Income - Prior Year","LEQ","","2816_INP","","","Non U.S. Taxes on Income - Prior Year","","","","","","","","","ENDDE","","","","","","","","","","L82_ACCRUALSTAX"
"28160011","Reserve Municipal Trade Tax","LEQ","","2816_INP","","","Reserve Municipal Trade Tax","","","","","","","","","ENDDE","","","","","","","","","","L82_ACCRUALSTAX"
"28160030","Non U.S. Taxes on Income - CIT and Solidarity surc","LEQ","","2816_INP","","","Non U.S. Taxes on Income - CIT and Solidarity surc","","","","","","","","","ENDDE","","","","","","","","","","L82_ACCRUALSTAX"
"28160040","Non U.S. Taxes on Income - Trade Tax","LEQ","","2816_INP","","","Non U.S. Taxes on Income - Trade Tax","","","","","","","","","ENDDE","","","","","","","","","","L82_ACCRUALSTAX"
"28169599","ECCS Edit Corrections","LEQ","","2816_INP","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L82_ACCRUALSTAX"
"28400000","Emp Payroll Deductions - Fed/National Income Taxes","LEQ","","","","","Emp Payroll Deductions - Fed/National Income Taxes","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28400007","Emp Payroll Deduct-Fed/Nat'l Income Taxes Labor","LEQ","","","","","Emp Payroll Deduct-Fed/Nat'l Income Taxes Labor","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28400010","Retirement Provision Gerling","LEQ","","","","","Retirement Provision Gerling","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28400011","Retirement Provision Chemical Fund","LEQ","","","","","Retirement Provision Chemical Fund","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28400012","Retirement Provision Pensor","LEQ","","","","","Retirement Provision Pensor","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28400013","Retirement Provision Allianz","LEQ","","","","","Retirement Provision Allianz","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28400101","Payroll Deductions - Eec Employees","LEQ","","","","","Payroll Deductions - Eec Employees","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28400110","Wage & Church Tax Employees BankTransfer","LEQ","","","","","Wage & Church Tax Employees BankTransfer","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28400115","Wage & Church Tax Workers Bank Transfer","LEQ","","","","","Wage & Church Tax Workers Bank Transfer","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"27109030","AMEX BIP Liability Reconciliation Account","LEQ","","","","","AMEX BIP Liability Reconciliation Account","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"27109500","Trade Payables Reconciliation Account Adjustment","LEQ","","","","","Trade Payables Reconciliation Account Adjustment","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"27109501","Employee Payables Reconciliation Account Adj","LEQ","","","","","Employee Payables Reconciliation Account Adj","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"27109599","ECCS Edit Corrections","LEQ","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"27109999","Trade Payables - Project S","LEQ","","","","","Trade Payables - Project S","","","","","","","","","ENDDE","","","","","","","","","","L89_LIABILITIESTRADE"
"27120001","Goods Rec/Invoice Rec Clearing Acct -Related Party","LEQ","","","","","Goods Rec/Invoice Rec Clearing Acct -Related Party","","","","","","","","","ENDDE","","","","","","","","","","L92_LIABRELPARTY"
"27120500","Trade Pay Related Party FX Revaluation","LEQ","","","","","Trade Pay Related Party FX Revaluation","","","","","","","","","ENDDE","","","","","","","","","","L92_LIABRELPARTY"
"27124000","A/P Accruals - Rel Party Manual Adjusting entries","LEQ","","","","","A/P Accruals - Rel Party Manual Adjusting entries","","","","","","","","","ENDDE","","","","","","","","","","L92_LIABRELPARTY"
"27129000","Trade Payables - Related Party - Reconciliation","LEQ","","","","","Trade Payables - Related Party - Reconciliation","","","","","","","","","ENDDE","","","","","","","","","","L92_LIABRELPARTY"
"27129599","ECCS Edit Corrections","LEQ","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L92_LIABRELPARTY"
"27300000","Deposits & Advance Collections Manual Adj Entries","LEQ","","","","","Deposits & Advance Collections Manual Adj Entries","","","","","","","","","ENDDE","","","","","","","","","","L88_ADVPAYMRECEIVED"
"27300003","Advance from Customers","LEQ","","","","","Advance from Customers","","","","","","","","","ENDDE","","","","","","","","","","L88_ADVPAYMRECEIVED"
"27300500","Deposits & Adv Collections - FX Revaluation","LEQ","","","","","Deposits & Adv Collections - FX Revaluation","","","","","","","","","ENDDE","","","","","","","","","","L88_ADVPAYMRECEIVED"
"27304000","Deposits & Advance Collections Manual Adj Entries","LEQ","","","","","Deposits & Advance Collections Manual Adj Entries","","","","","","","","","ENDDE","","","","","","","","","","L88_ADVPAYMRECEIVED"
"27309000","Deposits & Adv Collec Down Pmts- Reconciliation","LEQ","","","","","Deposits & Adv Collec Down Pmts- Reconciliation","","","","","","","","","ENDDE","","","","","","","","","","L88_ADVPAYMRECEIVED"
"27309599","ECCS Edit Corrections","LEQ","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L88_ADVPAYMRECEIVED"
"2760_INP","VAT Reclass from L93 Other Liabilities","AST","","","","","VAT Reclass from L93 Other Liabilities","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"27600000","Value Added, General and Sales Tax Payable","LEQ","","2760_INP","","","Value Added, General and Sales Tax Payable","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27600100","Value Added, General and Purchases Tax Receivable","LEQ","","2760_INP","","","Value Added, General and Purchases Tax Receivable","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27600115","VAT Clearing Spain","LEQ","","2760_INP","","","VAT Clearing Spain","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27600116","VAT Clearing Italy","LEQ","","2760_INP","","","VAT Clearing Italy","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27600117","VAT Clearing U.K.","LEQ","","2760_INP","","","VAT Clearing U.K.","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27600118","VAT Clearing Sweden","LEQ","","2760_INP","","","VAT Clearing Sweden","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27600119","TVA Collectee s/Ventes","LEQ","","2760_INP","","","TVA Collectee s/Ventes","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27601000","Sales, Use, & Provincial Tax","LEQ","","2760_INP","","","Sales, Use, & Provincial Tax","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27603000","Customer Sales Tax Refunds","LEQ","","2760_INP","","","Customer Sales Tax Refunds","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27605001","Vat Payable 16%","LEQ","","2760_INP","","","Vat Payable 16%","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27605005","Vat Payable 20%Italy","LEQ","","2760_INP","","","Vat Payable 20%Italy","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27605008","VAT Payable 16% Interentity","LEQ","","2760_INP","","","VAT Payable 16% Interentity","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27609500","General and Sales Tax Adjustment","LEQ","","2760_INP","","","General and Sales Tax Adjustment","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"27609599","ECCS Edit Corrections","LEQ","","2760_INP","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L93_2760"
"28600943","Reversal Early Retirement Wages Offset","LEQ","","","","","Reversal Early Retirement Wages Offset","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"33140320","Pensions - Payments - Retirees Dearborn","LEQ","","","","","Pensions - Payments - Retirees Dearborn","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140321","Pensions - Accruals - Retirees Dearborn","LEQ","","","","","Pensions - Accruals - Retirees Dearborn","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140322","Pensions Payments Dearborn Offset Account","LEQ","","","","","Pensions Payments Dearborn Offset Account","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140400","Pensions - Op Bal - Retirees Maintal","LEQ","","","","","Pensions - Op Bal - Retirees Maintal","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140420","Pensions - Payments - Retirees Maintal","LEQ","","","","","Pensions - Payments - Retirees Maintal","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140421","Pensions - Accruals - Retirees Maintal","LEQ","","","","","Pensions - Accruals - Retirees Maintal","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140422","Pensions Payments Maintal Offset Account","LEQ","","","","","Pensions Payments Maintal Offset Account","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140501","Pensions- Office Vienna","LEQ","","","","","Pensions- Office Vienna","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33149998","Pensions and Profit Sharing - Non FAS 87 Plans","LEQ","","","","","Pensions and Profit Sharing - Non FAS 87 Plans","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33149999","Pensions and Profit Sharing - Non FAS 87 Plans","LEQ","","","","","Pensions and Profit Sharing - Non FAS 87 Plans","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33600000","Other Non-Current Liabilities","LEQ","","","","","Other Non-Current Liabilities","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"33600027","Asset Retirement Obligations","LEQ","","","","","Asset Retirement Obligations","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"33600028","Risk Mgmt Liab Currency ASC815 LT","LEQ","","","","","Risk Mgmt Liab Currency ASC815 LT","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"33600031","LTIP 2006-2008","LEQ","","","","","LTIP 2006-2008","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"33600032","Long Term 2007-2009 LTIP","LEQ","","","","","Long Term 2007-2009 LTIP","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"33600035","2010-2012 LTIP - Long Term","LEQ","","","","","2010-2012 LTIP - Long Term","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"33600036","LTIP 2013-2015 LT","LEQ","","","","","LTIP 2013-2015 LT","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"33609999","Other Non-Current Liabilities Allocation","LEQ","","","","","Other Non-Current Liabilities Allocation","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"33630842","Long-Term Lease Liability","LEQ","","","","","Long-Term Lease Liability","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"34180000","Accrued Other Reserves - Non Current","LEQ","","","","","Accrued Other Reserves - Non Current","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"35300031","Deferred Financing Costs","LEQ","","","","","Deferred Financing Costs","","","","","","","","","ENDDE","","","","","","","","","","L96_DEFERRALS"
"35300050","USD term loan","LEQ","","","","","USD term loan","","","","","","","","","ENDDE","","","","","","","","","","L96_DEFERRALS"
"36160000","Non Current Deferred Tax Liability - Non U.S.","LEQ","","","","","Non Current Deferred Tax Liability - Non U.S.","","","","","","","","","ENDDE","","","","","","","","","","L97_DEFTAXLIAB"
"36180000","Noncurrent Uncertain","LEQ","","2816_INP","","","Noncurrent Uncertain","","","","","","","","","ENDDE","","","","","","","","","","L82_ACCRUALSTAX"
"38149500","Subsequent BA/PC Adjustment Clearing Account","LEQ","","","","","Subsequent BA/PC Adjustment Clearing Account","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"38149599","ECCS Edit Corrections","LEQ","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"3830_INP","Intercompany Reclass from L51 RECCONSSUBS","LEQ","","","3830_INP","","Intercompany Reclass from L51 RECCONSSUBS","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L91_LIABCONSSUBS"
"38300000","Balances w/ subs","AST","","3830_INP","3830_INP","","Balances w/ subs","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300001","Inter Company - Grace Connecticut","AST","","3830_INP","3830_INP","","Inter Company - Grace Connecticut","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300032","Inter Co-Davison US","AST","","3830_INP","3830_INP","","Inter Co-Davison US","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300250","Inter Company - Europe Holding","AST","","3830_INP","3830_INP","","Inter Company - Europe Holding","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"29400033","2008-2010 LTIP - Short-Term","LEQ","","","","","2008-2010 LTIP - Short-Term","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29400034","2009-2011 LTIP - Short Term","LEQ","","","","","2009-2011 LTIP - Short Term","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29400035","2010-2012 LTIP - Short Term","LEQ","","","","","2010-2012 LTIP - Short Term","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29400036","LTIP 2013-2015 ST","LEQ","","","","","LTIP 2013-2015 ST","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29401003","Risk Management Liabilities-Current","LEQ","","","","","Risk Management Liabilities-Current","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29401004","Risk Management Liabilities - Current","LEQ","","","","","Risk Management Liabilities - Current","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29510842","Short-Term Lease Liability","LEQ","","","","","Short-Term Lease Liability","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"31200000","Other Deferred Income","LEQ","","","","","Other Deferred Income","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"32160000","Current Deferred Tax Liability - Non U.S.","LEQ","","","","","Current Deferred Tax Liability - Non U.S.","","","","","","","","","ENDDE","","","","","","","","","","L97_DEFTAXLIAB"
"32169599","ECCS Edit Corrections","LEQ","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L97_DEFTAXLIAB"
"33140001","Pensions  Accruals/Payments for Salaries","LEQ","","","","","Pensions  Accruals/Payments for Salaries","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140002","Pensions  Accruals/Payments for  Wages","LEQ","","","","","Pensions  Accruals/Payments for  Wages","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140100","Pensions - Opening Balance - Employees","LEQ","","","","","Pensions - Opening Balance - Employees","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140101","Pensions - Op Bal - Retirees Employees","LEQ","","","","","Pensions - Op Bal - Retirees Employees","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140102","Pensions - Op Bal - Retired Employees","LEQ","","","","","Pensions - Op Bal - Retired Employees","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140103","Pensions - Op Bal - Employed Abroad","LEQ","","","","","Pensions - Op Bal - Employed Abroad","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140110","Pensions - Opening Balance - Workers","LEQ","","","","","Pensions - Opening Balance - Workers","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140111","Pensions - Op Bal - Retirees Workers","LEQ","","","","","Pensions - Op Bal - Retirees Workers","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140112","Pensions - Op Bal - Retired Workers","LEQ","","","","","Pensions - Op Bal - Retired Workers","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140119","Retirees prior to Company Restructuring","LEQ","","","","","Retirees prior to Company Restructuring","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140120","Pensions - Payments - Employees","LEQ","","","","","Pensions - Payments - Employees","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140121","Pensions - Accruals - Employees","LEQ","","","","","Pensions - Accruals - Employees","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140122","Pensions Payments Salaries Offset Acc Cr","LEQ","","","","","Pensions Payments Salaries Offset Acc Cr","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140123","Pensions Payments Wages Offset Acc Cr","LEQ","","","","","Pensions Payments Wages Offset Acc Cr","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140125","Pensions - Payments - Workers","LEQ","","","","","Pensions - Payments - Workers","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140126","Pensions - Accruals - Workers","LEQ","","","","","Pensions - Accruals - Workers","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140200","Pensions - Op Bal - Retirees Hamburg","LEQ","","","","","Pensions - Op Bal - Retirees Hamburg","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140220","Pensions - Payments - Retirees Hamburg","LEQ","","","","","Pensions - Payments - Retirees Hamburg","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140221","Pensions - Accruals - Retirees Hamburg","LEQ","","","","","Pensions - Accruals - Retirees Hamburg","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140222","Pensions Payments Hamburg Offset Account","LEQ","","","","","Pensions Payments Hamburg Offset Account","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"33140300","Pensions - Op Bal - Retirees Dearborn","LEQ","","","","","Pensions - Op Bal - Retirees Dearborn","","","","","","","","","ENDDE","","","","","","","","","","L81_ACCRUALSPENSION"
"38300792","Inter Co-N.V.","AST","","3830_INP","3830_INP","","Inter Co-N.V.","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300795","Inter Company - UK Construction","AST","","3830_INP","3830_INP","","Inter Company - UK Construction","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38301000","Inter Company - Receivables Reconciliation Acct","AST","","3830_INP","3830_INP","","Inter Company - Receivables Reconciliation Acct","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38301001","Inter Company Rcvbls USD Only Reconciliation Acct","AST","","3830_INP","3830_INP","","Inter Company Rcvbls USD Only Reconciliation Acct","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38301500","Inter Company - Receivable FX Revaluation","AST","","3830_INP","3830_INP","","Inter Company - Receivable FX Revaluation","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38302000","Inter Company - Payables Reconciliation Account","AST","","3830_INP","3830_INP","","Inter Company - Payables Reconciliation Account","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38302001","Inter Company - Payables USD Only","AST","","3830_INP","3830_INP","","Inter Company - Payables USD Only","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38302500","Inter Company - Payable FX Revaluation","AST","","3830_INP","3830_INP","","Inter Company - Payable FX Revaluation","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38302501","Inter Company - GR/IR Clearing FX Revaluation","AST","","3830_INP","3830_INP","","Inter Company - GR/IR Clearing FX Revaluation","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38303000","Inter Company - Accruals","AST","","3830_INP","3830_INP","","Inter Company - Accruals","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38303600","Piper Interco AP Clearing","AST","","3830_INP","3830_INP","","Piper Interco AP Clearing","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38303601","Piper Interco AR Clearing","AST","","3830_INP","3830_INP","","Piper Interco AR Clearing","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38304000","Inter Company Manual Adjusting entries","AST","","3830_INP","3830_INP","","Inter Company Manual Adjusting entries","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38305000","Interco-Unidentified difference","AST","","3830_INP","3830_INP","","Interco-Unidentified difference","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38307000","Acquisition from Affiliated Companies","AST","","3830_INP","3830_INP","","Acquisition from Affiliated Companies","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38308054","Inter-Company Manual Adj.","AST","","3830_INP","3830_INP","","Inter-Company Manual Adj.","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38309000","GR/IR Clearing - Interco - Reconciliation Account","AST","","3830_INP","3830_INP","","GR/IR Clearing - Interco - Reconciliation Account","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38309252","InterCo SPL w/252","AST","","3830_INP","3830_INP","","InterCo SPL w/252","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38309500","Inter Company - Pay/Rec FX Revaluation","AST","","3830_INP","3830_INP","","Inter Company - Pay/Rec FX Revaluation","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38309599","ECCS Edit Corrections","AST","","3830_INP","3830_INP","","ECCS Edit Corrections","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38309999","Inter Company - Project S","AST","","3830_INP","3830_INP","","Inter Company - Project S","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"3835_INP","Intercompany Reclass from L51 RECCONSSUBS","LEQ","","","3835_INP","","Intercompany Reclass from L51 RECCONSSUBS","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L91_LIABCONSSUBS"
"38350543","Intercompany Loans Grace Int'l Holdings","AST","","3835_INP","3835_INP","","Intercompany Loans Grace Int'l Holdings","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3836"
"38360000","Intercompany Loans from/to Consol Subs w/i Region","AST","","3836_INP","3836_INP","","Intercompany Loans from/to Consol Subs w/i Region","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3836"
