"ID","Description","Account type","DIMLIST","DRCRRECLASS","Offset account used in US Eliminations","EQUITYRCLS","EVDES_ENG","FA_01","FA_02","FA_03","FA_04","FA_05","FA_XX","INTERCO","MISC_CHECK","Rate type","RECLASS250","RECLASS253","RECLASS256","RECLASS258","RECLASS264","RECLASS265","RECLASS266","Scaling","Elimination Code","H1"
"38360001","Interco Loan Interest Local Currency","AST","","3836_INP","3836_INP","","Interco Loan Interest Local Currency","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3836"
"38360002","Intercompany Loan - Short Term","AST","","3836_INP","3836_INP","","Intercompany Loan - Short Term","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3836"
"38360250","IC loan EMEA Cash Pool 792 TP 250","AST","","3836_INP","3836_INP","","IC loan EMEA Cash Pool 792 TP 250","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3836"
"38360251","IC loan EMEA Cash Pool 792 TP 251","AST","","3836_INP","3836_INP","","IC loan EMEA Cash Pool 792 TP 251","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3836"
"38360253","IC loan EMEA Cash Pool 792 TP 253","AST","","3836_INP","3836_INP","","IC loan EMEA Cash Pool 792 TP 253","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3836"
"38360254","IC loan EMEA Cash Pool 792 TP 254","AST","","3836_INP","3836_INP","","IC loan EMEA Cash Pool 792 TP 254","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3836"
"38360256","IC loan EMEA Cash Pool 792 TP 256","AST","","3836_INP","3836_INP","","IC loan EMEA Cash Pool 792 TP 256","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3836"
"38300251","Inter Company - GMbH Holding","AST","","3830_INP","3830_INP","","Inter Company - GMbH Holding","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300252","Inter Co-S&M GMbH","AST","","3830_INP","3830_INP","","Inter Co-S&M GMbH","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300253","Inter Co-Manuf. GMbH","AST","","3830_INP","3830_INP","","Inter Co-Manuf. GMbH","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300254","Inter Co-Grace Management and GP","AST","","3830_INP","3830_INP","","Inter Co-Grace Management and GP","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300256","Inter Co-Grace GP","AST","","3830_INP","3830_INP","","Inter Co-Grace GP","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300258","Inter Company - GMbH Holding","AST","","3830_INP","3830_INP","","Inter Company - GMbH Holding","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300261","Inter Company - ART GMBH","AST","","3830_INP","3830_INP","","Inter Company - ART GMBH","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300264","Inter Company - Grace Catalyst AB","AST","","3830_INP","3830_INP","","Inter Company - Grace Catalyst AB","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300265","Inter Company - Grace Catalyst AB; Porvoo","AST","","3830_INP","3830_INP","","Inter Company - Grace Catalyst AB; Porvoo","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300266","Inter Co-Manuf. Vydac","AST","","3830_INP","3830_INP","","Inter Co-Manuf. Vydac","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300270","Inter Company Grom Chromatography GmbH","AST","","3830_INP","3830_INP","","Inter Company Grom Chromatography GmbH","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300272","Inter Company - Germany","AST","","3830_INP","3830_INP","","Inter Company - Germany","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300275","Inter Company - Belgium","AST","","3830_INP","3830_INP","","Inter Company - Belgium","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300285","Inter Company - 285 Grace GmbH & Co. KG Espan Vila","AST","","3830_INP","3830_INP","","Inter Company - 285 Grace GmbH & Co. KG Espan Vila","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300286","Inter Company - Grace GmbH & Co. KG Spól/Warsaw","AST","","3830_INP","3830_INP","","Inter Co-Manuf. GMbH","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300287","Intercompany Grace GmbH & Co.KG - Dubai","AST","","3830_INP","3830_INP","","Intercompany Grace GmbH & Co.KG - Dubai","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300296","Inter Company - Grace GmbH & Co. KG orga, Bratisla","AST","","3830_INP","3830_INP","","Inter Company - Grace GmbH & Co. KG orga, Bratisla","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300412","Inter Company Adjustment Darex UK","AST","","3830_INP","3830_INP","","Inter Company Adjustment Darex UK","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300414","Inter Company - Epernon, France","AST","","3830_INP","3830_INP","","Inter Company - Epernon, France","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300415","Inter Co-Grace KFT","AST","","3830_INP","3830_INP","","Inter Co-Grace KFT","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300416","Inter Company - Netherlands","AST","","3830_INP","3830_INP","","Inter Company - Netherlands","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300417","Inter Co- Grace Poland","AST","","3830_INP","3830_INP","","Inter Co- Grace Poland","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300418","Inter Company - Grace Bauprodukte GmbH","AST","","3830_INP","3830_INP","","Inter Company - Grace Bauprodukte GmbH","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300420","Inter Company - Grace GmbH Germany Container","AST","","3830_INP","3830_INP","","Inter Company - Grace GmbH Germany Container","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300423","Inter Company - WR Grace Italy","AST","","3830_INP","3830_INP","","Inter Company - WR Grace Italy","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300424","Inter Company - Dubai","AST","","3830_INP","3830_INP","","Inter Company - Dubai","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300427","Inter Company - Spain","AST","","3830_INP","3830_INP","","Inter Company - Spain","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300431","InterCO Pieri UK","AST","","3830_INP","3830_INP","","InterCO Pieri UK","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300706","Inter Company - Grace AB Sweden","AST","","3830_INP","3830_INP","","Inter Company - Grace AB Sweden","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300767","Inter Company - Grace South Africa","AST","","3830_INP","3830_INP","","Inter Company - Grace South Africa","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"38300779","Inter Co-GmbH Belgium","AST","","3830_INP","3830_INP","","Inter Co-GmbH Belgium","","","","","","","Y","","ENDDE","","","","","","","","","ICBS","L51_3830"
"29400032","2007-2009 LTIP - Short-Term","LEQ","","","","","2007-2009 LTIP - Short-Term","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28760001","Accrued Prof. Services Comm","LEQ","","","","","Accrued Prof. Services Comm","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28780000","Accrued Rent Payable","LEQ","","","","","Accrued Rent Payable","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820000","Accrued Liabilities Other","LEQ","","","","","Accrued Liabilities Other","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28820000_L83","Accrued Liabilities Other","LEQ","","","","","Accrued Liabilities Other","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820001","Accrued Freight","LEQ","","","","","Accrued Freight","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820003","Accrued Commissions","LEQ","","","","","Accrued Commissions","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820005","Accrued Customer Policy Allowance","LEQ","","","","","Accrued Customer Policy Allowance","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820006","Accrued Other Reserves - Current","LEQ","","","","","Accrued Other Reserves - Current","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820007","Accrued Other Reserves - Telefon","LEQ","","","","","Accrued Other Reserves - Telefon","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820008","Accrued Other Reserves - IHK","LEQ","","","","","Accrued Other Reserves - IHK","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820009","Accrued Other Reserves - Employers Association","LEQ","","","","","Accrued Other Reserves - Employers Association","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820010","Accrued Other Reserves - Advertising","LEQ","","","","","Accrued Other Reserves - Advertising","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820011","Accrued Other Reserves - Travel","LEQ","","","","","Accrued Other Reserves - Travel","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820012","Departmental Accruals","LEQ","","","","","Departmental Accruals","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820037","Miscellaneous Pension","LEQ","","","","","Miscellaneous Pension","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820040","Accrued Severance","LEQ","","","","","Accrued Severance","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820074","Accrued Salesman Bonus","LEQ","","","","","Accrued Salesman Bonus","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820096","Accruals Reach Expenses","LEQ","","","","","Accruals Reach Expenses","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820115","Price Waterhouse Other","LEQ","","","","","Price Waterhouse Other","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820125","Accrued volume rebates","LEQ","","","","","Accrued volume rebates","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28820154","Accr. Pension Fund One Time Notification","LEQ","","","","","Accr. Pension Fund One Time Notification","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28820154_L93","Accr. Pension Fund One Time Notification","LEQ","","","","","Accr. Pension Fund One Time Notification","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"28820501","Other Accrued Liabilities - FX Revaluation","LEQ","","","","","Other Accrued Liabilities - FX Revaluation","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28821001","Accrued Inbound Freight","LEQ","","","","","Accrued Inbound Freight","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28821002","Accrued Import Customs & Duties","LEQ","","","","","Accrued Import Customs & Duties","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28821004","accrued toll for goods received","LEQ","","","","","accrued toll for goods received","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28825028","Provision Salary Payments","LEQ","","","","","Provision Salary Payments","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28825029","Accrued Outbound Freight","LEQ","","","","","Accrued Outbound Freight","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28825030","Accrued Outbound Freight - Ocean Only","LEQ","","","","","Accrued Outbound Freight - Ocean Only","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28825035","Accruals Freight Darex Hamburg","LEQ","","","","","Accruals Freight Darex Hamburg","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28825036","Accruals Freight Darex France","LEQ","","","","","Accruals Freight Darex France","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600944","Accrued Sales Incentive Grom Curr Year","LEQ","","","","","Accrued Sales Incentive Grom Curr Year","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600945","Accrued Sales Incentive Grom Prior Year","LEQ","","","","","Accrued Sales Incentive Grom Prior Year","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600946","Sales Incentives-A, H, PL, RUS-CurrYear","LEQ","","","","","Sales Incentives-A, H, PL, RUS-CurrYear","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600947","Sales Incentives-A, H, PL, RUS-PriorYear","LEQ","","","","","Sales Incentives-A, H, PL, RUS-PriorYear","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600948","Sales Incentives-MiddleEast,TR-CurrYear","LEQ","","","","","Sales Incentives-MiddleEast,TR-CurrYear","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600949","Sales Incentives-MiddleEast,TR-PriorYear","LEQ","","","","","Sales Incentives-MiddleEast,TR-PriorYear","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600950","Accr. Sales Inc DiscoveryScience Curr Yr","LEQ","","","","","Accr. Sales Inc DiscoveryScience Curr Yr","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600951","Accr. Sales Inc DiscoveryScience PriorYr","LEQ","","","","","Accr. Sales Inc DiscoveryScience PriorYr","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600952","Accr. Sales Incentives Other Curr. Yr","LEQ","","","","","Accr. Sales Incentives Other Curr. Yr","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600953","Accr. Sales Incentives Other Prior Yr","LEQ","","","","","Accr. Sales Incentives Other Prior Yr","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28600954","Accrued Handicapped Charges Prior Year","LEQ","","","","","Accrued Handicapped Charges Prior Year","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28605003","Accrued Salaries & Wages - Extra Bonus","LEQ","","","","","Accrued Salaries & Wages - Extra Bonus","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28620000","Accrued Incentive Compensation","LEQ","","","","","Accrued Incentive Compensation","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28620001","Incentive Compensation - General Corporate","LEQ","","","","","Incentive Compensation - General Corporate","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28620016","Sales Incent Accrual","LEQ","","","","","Sales Incent Accrual","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28620017","Sales Incentive Accrual 2014","LEQ","","","","","Sales Incentive Accrual 2014","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28620040","Accr. PFP Works A.Exempt Curr. Year","LEQ","","","","","Accr. PFP Works A.Exempt Curr. Year","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28620041","Accr. PFP Works A.Non Exempt Sal. CurrY","LEQ","","","","","Accr. PFP Works A.Non Exempt Sal. CurrY","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28620042","Accr. PFP Works A.Non Exempt Hour CurrY","LEQ","","","","","Accr. PFP Works A.Non Exempt Hour CurrY","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28620043","Accr. PFP Works A.Exempt Prior Year","LEQ","","","","","Accr. PFP Works A.Exempt Prior Year","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28620044","Accr. PFP Works A.Non Exempt Sal. PriorY","LEQ","","","","","Accr. PFP Works A.Non Exempt Sal. PriorY","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28620045","Accr. PFP Works A.Non Exempt Hour PriorY","LEQ","","","","","Accr. PFP Works A.Non Exempt Hour PriorY","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28629599","ECCS Edit Corrections","LEQ","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28640000","Accrued Interest","LEQ","","","","","Accrued Interest","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28640050","Accrued Interest on USD Loans","LEQ","","","","","Accrued Interest on USD Loans","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28660000","Accrued Insurance - Current","LEQ","","","","","Accrued Insurance - Current","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28680000","Accrued Commissions","LEQ","","","","","Accrued Commissions","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28720000","Accrued Customer Volume Rebates","LEQ","","","","","Accrued Customer Volume Rebates","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28720035","Accrued Sales deduction","LEQ","","","","","Accrued Sales deduction","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28740000","Accrued Customer Policy Allowances","LEQ","","","","","Accrued Customer Policy Allowances","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28760000","Accrued Professional Services","LEQ","","","","","Accrued Professional Services","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185007","Accrued Expenses Customer Samples","LEQ","","","","","Accrued Expenses Customer Samples","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185008","Accrued Other Reserves - Liability Plant Ii","LEQ","","","","","Accrued Other Reserves - Liability Plant Ii","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185009","Accrued Other Reserves - Other Outside Services","LEQ","","","","","Accrued Other Reserves - Other Outside Services","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185014","Accrued Expenses Royalties Shieldex","LEQ","","","","","Accrued Expenses Royalties Shieldex","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185015","Accrued Other Reserves - Royalties Degussa","LEQ","","","","","Accrued Other Reserves - Royalties Degussa","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185018","Accrued Expenses Actuary (Heubeck)","LEQ","","","","","Accrued Expenses Actuary (Heubeck)","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185019","Accrued Other Reserves - Building Maintenance","LEQ","","","","","Accrued Other Reserves - Building Maintenance","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185020","Accrued Expenses Other","LEQ","","","","","Accrued Expenses Other","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185024","Grace Anniversary","LEQ","","","","","Grace Anniversary","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185026","Six Sigma Summit Expenses","LEQ","","","","","Six Sigma Summit Expenses","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185027","Accrued Expenses - CO2 Emission Trading","LEQ","","","","","Accrued Expenses - CO2 Emission Trading","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185028","Restructuring Expenses","LEQ","","","","","Restructuring Expenses","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185029","Accrued Expenses Gruenenthal","LEQ","","","","","Accrued Expenses Gruenenthal","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185030","Accrued Maint.Expenses HIMA","LEQ","","","","","Accrued Maint.Expenses HIMA","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185031","Accrued Expenses Investments HIMA","LEQ","","","","","Accrued Expenses Investments HIMA","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185032","Accrued Expenses Third Party Personel","LEQ","","","","","Accrued Expenses Third Party Personel","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185033","Accrued Expenses Work Council","LEQ","","","","","Accrued Expenses Work Council","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185034","Accrued Expenses Labvantage","LEQ","","","","","Accrued Expenses Labvantage","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185035","Accrued Expenses Akzo","LEQ","","","","","Accrued Expenses Akzo","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185036","Accrued Expenses Chemson","LEQ","","","","","Accrued Expenses Chemson","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185037","Accrued Expenses Lang&Peitler","LEQ","","","","","Accrued Expenses Lang&Peitler","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185038","Accrued Expense NUON","LEQ","","","","","Accrued Expense NUON","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185039","Accrued Expenses Other","LEQ","","","","","Accrued Expenses Other","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185040","Transfer Early Retirement Restructuring","LEQ","","","","","Transfer Early Retirement Restructuring","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185041","Accrued Expenses - Compendata","LEQ","","","","","Accrued Expenses - Compendata","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29300000","Acc Purchase Acctg (Acquisitions) Reserve - Cur","LEQ","","","","","Acc Purchase Acctg (Acquisitions) Reserve - Cur","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29400000","Other Current Liabilities","LEQ","","","","","Other Current Liabilities","","","","","","","","","ENDDE","","","","","","","","","","L93_OTHLIABILITIES"
"29400025","2003-2005 LTIP - Short-Term","LEQ","","","","","2003-2005 LTIP - Short-Term","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29400026","2004-2006 LTIP - Short-Term","LEQ","","","","","2004-2006 LTIP - Short-Term","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29400030","Programa de Incentivo em Participacoes a Longo Pra","LEQ","","","","","Programa de Incentivo em Participacoes a Longo Pra","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29400031","2006-2008 LTIP - Short-Term","LEQ","","","","","2006-2008 LTIP - Short-Term","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28825037","Accruals Freight Darex UK","LEQ","","","","","Accruals Freight Darex UK","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28825038","Accruals Freight Darex Spain","LEQ","","","","","Accruals Freight Darex Spain","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"28829599","ECCS Edit Corrections","LEQ","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29120000","Accrued Restructuring Reserve - Current","LEQ","","","","","Accrued Restructuring Reserve - Current","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29120040","Accrued  Restructuring Reserve - EIP","LEQ","","","","","Accrued  Restructuring Reserve - EIP","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180000","Accrued Other Reserves - Current","LEQ","","","","","Accrued Other Reserves - Current","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180017","Finance Reserve","LEQ","","","","","Finance Reserve","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180046","Accrued Expenses Maintenance","LEQ","","","","","Accrued Expenses Maintenance","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180048","Accrued Other Reserve Maintenance Dep.","LEQ","","","","","Accrued Other Reserve Maintenance Dep.","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180072","Accrued Other Reserves - Maintenance Scales","LEQ","","","","","Accrued Other Reserves - Maintenance Scales","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180074","Accrued Other Reserves - Maintenance Supplies CTG","LEQ","","","","","Accrued Other Reserves - Maintenance Supplies CTG","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180076","Accrued Other Reserves - Maint/Forklifts CC1013028","LEQ","","","","","Accrued Other Reserves - Maint/Forklifts CC1013028","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180078","Accrued Other Reserves - Scrap Telefon","LEQ","","","","","Accrued Other Reserves - Scrap Telefon","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180080","Accrued Expenses Chamber of Commerce","LEQ","","","","","Accrued Expenses Chamber of Commerce","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180081","Accrued Other Reserves - Employers Association","LEQ","","","","","Accrued Other Reserves - Employers Association","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180084","Accrued Expenses Production Variance","LEQ","","","","","Accrued Expenses Production Variance","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180085","Accrued Other Reserves - Shop Order","LEQ","","","","","Accrued Other Reserves - Shop Order","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180086","Accrued Other Reserves - Fairs Coating","LEQ","","","","","Accrued Other Reserves - Fairs Coating","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180087","Accrued Other Reserves - Advertising CTR","LEQ","","","","","Accrued Other Reserves - Advertising CTR","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180089","Accrued Other Reserves-Analizing Expenses Coatings","LEQ","","","","","Accrued Other Reserves-Analizing Expenses Coatings","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180090","Acc Other Reserves-Provision, Commission, Coatings","LEQ","","","","","Acc Other Reserves-Provision, Commission, Coatings","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180093","Accrued Other Reserves - Travel Expenses","LEQ","","","","","Accrued Other Reserves - Travel Expenses","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180102","Accrued Oth. Reserve Operating Expense Building 4","LEQ","","","","","Accrued Oth. Reserve Operating Expense Building 4","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29180125","Accrued Electricity","LEQ","","","","","Accrued Electricity","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185000","Accrued Expenses Chrome Waste Water","LEQ","","","","","Accrued Expenses Chrome Waste Water","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185001","Accrued Expenses Waste Water Charges","LEQ","","","","","Accrued Expenses Waste Water Charges","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185002","Accrued Other Reserves - Gas","LEQ","","","","","Accrued Other Reserves - Gas","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
